"url","abstract","short_abstract","T5","BART","BART-CNN","abs","choice"
"1129","Het jaar 1129 is het 29e jaar in de 12e eeuw volgens de christelijke jaartelling.","Het jaar 1129 is het 29e jaar in de 12e eeuw volgens de christelijke jaartelling.","het jaar 1129 is het 29e jaar in de 12e eeuw volgens de christiane jaartelling. het jaar 1129 is het 29e jaar in de 12e eeuw.","Het jaar 1129 is het 29e jaar in de 12e eeuw volgens de christelijke jaartelling.","<s><s>Het jaar 1129 is het 29e jaar in de 12e eeuw volgens de christelijke jaartelling. Het is de 29e januari in het jaar van het eerste jaar of het 12e jubileum.","1129 is het 29e jaar in de 12e eeuw volgens de christelijke jaartelling. 1129 is the 29th year in a row that the Netherlands has won the Nobel Peace Prize for its contribution to world peace.","{{short_abstract}}"
"1129","Het jaar 1129 is het 29e jaar in de 12e eeuw volgens de christelijke jaartelling.","Het jaar 1129 is het 29e jaar in de 12e eeuw volgens de christelijke jaartelling.","het jaar 1129 is het 29e jaar in de 12e eeuw volgens de christiane jaartelling. het jaar 1129 is het 29e jaar in de 12e eeuw.","Het jaar 1129 is het 29e jaar in de 12e eeuw volgens de christelijke jaartelling.","<s><s>Het jaar 1129 is het 29e jaar in de 12e eeuw volgens de christelijke jaartelling. Het is de 29e januari in het jaar van het eerste jaar of het 12e jubileum.","1129 is het 29e jaar in de 12e eeuw volgens de christelijke jaartelling. 1129 is the 29th year in a row that the Netherlands has won the Nobel Peace Prize for its contribution to world peace.","{{short_abstract}}"
"1129","Het jaar 1129 is het 29e jaar in de 12e eeuw volgens de christelijke jaartelling.","Het jaar 1129 is het 29e jaar in de 12e eeuw volgens de christelijke jaartelling.","het jaar 1129 is het 29e jaar in de 12e eeuw volgens de christiane jaartelling. het jaar 1129 is het 29e jaar in de 12e eeuw.","Het jaar 1129 is het 29e jaar in de 12e eeuw volgens de christelijke jaartelling.","<s><s>Het jaar 1129 is het 29e jaar in de 12e eeuw volgens de christelijke jaartelling. Het is de 29e januari in het jaar van het eerste jaar of het 12e jubileum.","1129 is het 29e jaar in de 12e eeuw volgens de christelijke jaartelling. 1129 is the 29th year in a row that the Netherlands has won the Nobel Peace Prize for its contribution to world peace.","{{short_abstract}}"
"1220","Het jaar 1220 is het 20e jaar in de 13e eeuw volgens de christelijke jaartelling.","Het jaar 1220 is het 20e jaar in de 13e eeuw volgens de christelijke jaartelling.","het jaar 1220 is het 20e jaar in de 13e eeuw volgens de christiane jaartelling. het jaar 1220 is het 20e jaar in de 13e eeuw.","Het jaar 1220 is het 20e jaar in de 13e eeuw volgens de christelijke jaartelling.","<s><s>Het jaar 1220 is het 20e jaar in de 13e eeuw volgens de christelijke jaartelling. Het 1220 was het 1220e in het christelijk jaar van het 13e Eeuw. De 1220s is de 20e jubileum in de 1220-eeuw van de 13th century.","1220 is het 20e jaar in de 13e eeuw volgens de christelijke jaartelling. 1220 is the 20th year of the reign of King Charles I, the first monarch of Belgium, in office from 1220 to 1320.","{{short_abstract}}"
"1220","Het jaar 1220 is het 20e jaar in de 13e eeuw volgens de christelijke jaartelling.","Het jaar 1220 is het 20e jaar in de 13e eeuw volgens de christelijke jaartelling.","het jaar 1220 is het 20e jaar in de 13e eeuw volgens de christiane jaartelling. het jaar 1220 is het 20e jaar in de 13e eeuw.","Het jaar 1220 is het 20e jaar in de 13e eeuw volgens de christelijke jaartelling.","<s><s>Het jaar 1220 is het 20e jaar in de 13e eeuw volgens de christelijke jaartelling. Het 1220 was het 1220e in het christelijk jaar van het 13e Eeuw. De 1220s is de 20e jubileum in de 1220-eeuw van de 13th century.","1220 is het 20e jaar in de 13e eeuw volgens de christelijke jaartelling. 1220 is the 20th year of the reign of King Charles I, the first monarch of Belgium, in office from 1220 to 1320.","{{short_abstract}}"
"1220","Het jaar 1220 is het 20e jaar in de 13e eeuw volgens de christelijke jaartelling.","Het jaar 1220 is het 20e jaar in de 13e eeuw volgens de christelijke jaartelling.","het jaar 1220 is het 20e jaar in de 13e eeuw volgens de christiane jaartelling. het jaar 1220 is het 20e jaar in de 13e eeuw.","Het jaar 1220 is het 20e jaar in de 13e eeuw volgens de christelijke jaartelling.","<s><s>Het jaar 1220 is het 20e jaar in de 13e eeuw volgens de christelijke jaartelling. Het 1220 was het 1220e in het christelijk jaar van het 13e Eeuw. De 1220s is de 20e jubileum in de 1220-eeuw van de 13th century.","1220 is het 20e jaar in de 13e eeuw volgens de christelijke jaartelling. 1220 is the 20th year of the reign of King Charles I, the first monarch of Belgium, in office from 1220 to 1320.","{{short_abstract}}"
"1436","Het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling.","Het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling.","het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christiane jaartelling. het jaar 1436 is het 36e jaar in de 15e eeuw.","Het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling.","<s>Het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling. Het 1436 was het 16th jubileum in de 14th century in Holland.","1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling. 1436 is the 36th year of the reign of King Charles I, who died in 1436. In 1436, 1436 was the year 1436 in which the world's first recorded assassination took place.","{{short_abstract}}"
"1436","Het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling.","Het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling.","het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christiane jaartelling. het jaar 1436 is het 36e jaar in de 15e eeuw.","Het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling.","<s>Het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling. Het 1436 was het 16th jubileum in de 14th century in Holland.","1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling. 1436 is the 36th year of the reign of King Charles I, who died in 1436. In 1436, 1436 was the year 1436 in which the world's first recorded assassination took place.","{{short_abstract}}"
"1436","Het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling.","Het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling.","het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christiane jaartelling. het jaar 1436 is het 36e jaar in de 15e eeuw.","Het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling.","<s>Het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling. Het 1436 was het 16th jubileum in de 14th century in Holland.","1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling. 1436 is the 36th year of the reign of King Charles I, who died in 1436. In 1436, 1436 was the year 1436 in which the world's first recorded assassination took place.","{{short_abstract}}"
"1769","Het jaar 1769 is het 69e jaar in de 18e eeuw volgens de christelijke jaartelling.","Het jaar 1769 is het 69e jaar in de 18e eeuw volgens de christelijke jaartelling.","1769 is het 69e jaar in de 18e eeuw volgens de christiane jaartelling. het jaar 1769 is het 69e jaar in de 18e eeuw.","Het jaar 1769 is het 69e jaar in de 18e eeuw volgens de christelijke jaartelling.","<s><s>Het jaar 1769 is het 69e jaar in de 18e eeuw volgens de christelijke jaartelling. Het was het 17th jubileum in het eerste jaar van de christalijke jubilatie.","1769 is het 69e jaar in de 18e eeuw volgens de christelijke jaartelling. 1769 is the 69th year of the reign of King Charles I, the first monarch of Belgium. In 1769, 1769 was the first year in which Belgium was a member of the European Union.","{{BART}}"
