"url","abstract","short_abstract","T5","BART","BART-CNN","abs","choice"
"10_de_abril","El 10 de abril es el centésimo día del año en el calendario gregoriano y el centésimo primero en los años bisiestos. Quedan 265 días para finalizar el año.","El 10 de abril es el 100.º (centésimo) día del año en el calendario gregoriano y el 101.º en los años bisiestos. Quedan 265 días para finalizar el año.","10 de abril es el centésimo d<unk>a del a<unk>o en el calendario gregiano y el centésimo primero en los a<unk>os bisiestos. quedan 265 d<unk>as para finalizar el a<unk>o.","El 10 de abril es el centésimo día del año en el calendario gregoriano y el centésimo primero en los años bisiestos. Quedan 265 días para finalizar el año.","<s>El 10 de abril es el centésimo día del año en el calendario gregoriano. Quedan 265 días para finalizar el año. El 10 of abril is el centesimo primero en los años bisiestos.","El 10 de abril is el centésimo día del año en el calendario g Coordinatoriano. El 10 of abril es el centésimo primero en los años bisiestos, y 265 días para finalizar el año.","{{BART}}"
"10_de_abril","El 10 de abril es el centésimo día del año en el calendario gregoriano y el centésimo primero en los años bisiestos. Quedan 265 días para finalizar el año.","El 10 de abril es el 100.º (centésimo) día del año en el calendario gregoriano y el 101.º en los años bisiestos. Quedan 265 días para finalizar el año.","10 de abril es el centésimo d<unk>a del a<unk>o en el calendario gregiano y el centésimo primero en los a<unk>os bisiestos. quedan 265 d<unk>as para finalizar el a<unk>o.","El 10 de abril es el centésimo día del año en el calendario gregoriano y el centésimo primero en los años bisiestos. Quedan 265 días para finalizar el año.","<s>El 10 de abril es el centésimo día del año en el calendario gregoriano. Quedan 265 días para finalizar el año. El 10 of abril is el centesimo primero en los años bisiestos.","El 10 de abril is el centésimo día del año en el calendario g Coordinatoriano. El 10 of abril es el centésimo primero en los años bisiestos, y 265 días para finalizar el año.","{{BART}}"
"10_de_abril","El 10 de abril es el centésimo día del año en el calendario gregoriano y el centésimo primero en los años bisiestos. Quedan 265 días para finalizar el año.","El 10 de abril es el 100.º (centésimo) día del año en el calendario gregoriano y el 101.º en los años bisiestos. Quedan 265 días para finalizar el año.","10 de abril es el centésimo d<unk>a del a<unk>o en el calendario gregiano y el centésimo primero en los a<unk>os bisiestos. quedan 265 d<unk>as para finalizar el a<unk>o.","El 10 de abril es el centésimo día del año en el calendario gregoriano y el centésimo primero en los años bisiestos. Quedan 265 días para finalizar el año.","<s>El 10 de abril es el centésimo día del año en el calendario gregoriano. Quedan 265 días para finalizar el año. El 10 of abril is el centesimo primero en los años bisiestos.","El 10 de abril is el centésimo día del año en el calendario g Coordinatoriano. El 10 of abril es el centésimo primero en los años bisiestos, y 265 días para finalizar el año.","{{BART}}"
"1235","El año 1235 fue un año normal dentro del calendario juliano, que empezó en lunes.","1235 (MCCXXXV) fue un año común comenzado en lunes del calendario juliano.","el a<unk>o 1235 fue un a<unk>o normal dentro del calendario juliano, que empezó en lunes.","El año 1235 fue un año normal dentro del calendario juliano, que empezó en lunes.","El año 1235 fue un año normal dentro del calendario juliano. El año empezó en lunes, y terminó en octubre. El 1235 era el primer año de la Copa del Mundo.","Año 1235 fue un año normal dentro del calendario juliano, que empezó en lunes. In 1235, 1235 was a normal year in Puerto Rico, a year in which no one was killed or injured. The year 1235 marked the beginning of the reign of King Charles I.","{{BART}}"
"1235","El año 1235 fue un año normal dentro del calendario juliano, que empezó en lunes.","1235 (MCCXXXV) fue un año común comenzado en lunes del calendario juliano.","el a<unk>o 1235 fue un a<unk>o normal dentro del calendario juliano, que empezó en lunes.","El año 1235 fue un año normal dentro del calendario juliano, que empezó en lunes.","El año 1235 fue un año normal dentro del calendario juliano. El año empezó en lunes, y terminó en octubre. El 1235 era el primer año de la Copa del Mundo.","Año 1235 fue un año normal dentro del calendario juliano, que empezó en lunes. In 1235, 1235 was a normal year in Puerto Rico, a year in which no one was killed or injured. The year 1235 marked the beginning of the reign of King Charles I.","{{BART}}"
"1235","El año 1235 fue un año normal dentro del calendario juliano, que empezó en lunes.","1235 (MCCXXXV) fue un año común comenzado en lunes del calendario juliano.","el a<unk>o 1235 fue un a<unk>o normal dentro del calendario juliano, que empezó en lunes.","El año 1235 fue un año normal dentro del calendario juliano, que empezó en lunes.","El año 1235 fue un año normal dentro del calendario juliano. El año empezó en lunes, y terminó en octubre. El 1235 era el primer año de la Copa del Mundo.","Año 1235 fue un año normal dentro del calendario juliano, que empezó en lunes. In 1235, 1235 was a normal year in Puerto Rico, a year in which no one was killed or injured. The year 1235 marked the beginning of the reign of King Charles I.","{{BART}}"
"15_de_agosto","El 15 de agosto es el 227.º (ducentésimo vigésimo séptimo) día del año en el calendario gregoriano y el 228.º en los años bisiestos. Quedan 138 días para finalizar el año.","El 15 de agosto es el 227.º (ducentésimo vigésimo séptimo) día del año en el calendario gregoriano y el 228.º en los años bisiestos. Quedan 138 días para finalizar el año.","el 15 de agosto es el 227.o (ducentésimo vigésimo séptimo) d<unk>a del a<unk>o en el calendario gregiano y el 228.o en los a<unk>os bisiestos. quedan 138 d<unk>as para finalizar el a<unk>o.","El 15 de agosto es el 227.o (ducentésimo vigésimo séptimo) día del año en el calendario gregoriano y el 228.o en los años bisiestos. Quedan 138 días para finalizar el año.","El 15 de agosto es el 227.º (ducentésimo vigésimos séptimo) día del año. Quedan 138 días para finalizar el año en los años bisiestos.","El 15 de agosto is el 227.º día del año en el calendario g Coordinatoriano, y el 228.º en los años bisiestos. The 227.° is el 15 de Agosto (ducentésimo vigésimos séptimo) día of the año.","{{short_abstract}}"
"15_de_agosto","El 15 de agosto es el 227.º (ducentésimo vigésimo séptimo) día del año en el calendario gregoriano y el 228.º en los años bisiestos. Quedan 138 días para finalizar el año.","El 15 de agosto es el 227.º (ducentésimo vigésimo séptimo) día del año en el calendario gregoriano y el 228.º en los años bisiestos. Quedan 138 días para finalizar el año.","el 15 de agosto es el 227.o (ducentésimo vigésimo séptimo) d<unk>a del a<unk>o en el calendario gregiano y el 228.o en los a<unk>os bisiestos. quedan 138 d<unk>as para finalizar el a<unk>o.","El 15 de agosto es el 227.o (ducentésimo vigésimo séptimo) día del año en el calendario gregoriano y el 228.o en los años bisiestos. Quedan 138 días para finalizar el año.","El 15 de agosto es el 227.º (ducentésimo vigésimos séptimo) día del año. Quedan 138 días para finalizar el año en los años bisiestos.","El 15 de agosto is el 227.º día del año en el calendario g Coordinatoriano, y el 228.º en los años bisiestos. The 227.° is el 15 de Agosto (ducentésimo vigésimos séptimo) día of the año.","{{short_abstract}}"
"15_de_agosto","El 15 de agosto es el 227.º (ducentésimo vigésimo séptimo) día del año en el calendario gregoriano y el 228.º en los años bisiestos. Quedan 138 días para finalizar el año.","El 15 de agosto es el 227.º (ducentésimo vigésimo séptimo) día del año en el calendario gregoriano y el 228.º en los años bisiestos. Quedan 138 días para finalizar el año.","el 15 de agosto es el 227.o (ducentésimo vigésimo séptimo) d<unk>a del a<unk>o en el calendario gregiano y el 228.o en los a<unk>os bisiestos. quedan 138 d<unk>as para finalizar el a<unk>o.","El 15 de agosto es el 227.o (ducentésimo vigésimo séptimo) día del año en el calendario gregoriano y el 228.o en los años bisiestos. Quedan 138 días para finalizar el año.","El 15 de agosto es el 227.º (ducentésimo vigésimos séptimo) día del año. Quedan 138 días para finalizar el año en los años bisiestos.","El 15 de agosto is el 227.º día del año en el calendario g Coordinatoriano, y el 228.º en los años bisiestos. The 227.° is el 15 de Agosto (ducentésimo vigésimos séptimo) día of the año.","{{BART}}"
"2004_FH","2004 FH es el nombre provisional de un asteroide descubierto el 16,34557 TUC de marzo de 2004 por el equipo del LINEAR, en el Lincoln Laboratory ETS, en Socorro ( Nuevo México), Estados Unidos. Es el objeto celeste de grandes dimensiones que más se ha acercado a la Tierra. El 18 de marzo de 2004, a las 22 h04 m48 s, se acercó a 0,0003282 unidades astronómicas, o lo que es igual a 49 112,98 km de distancia. Tiene un tamaño de 20 a 30 m y un periodo de revolución de 0,74 años (unos 270 días). Su órbita fue sensiblemente modificada por la atracción terrestre.","2004 FH es el nombre provisional de un asteroide descubierto el 16,34557 TUC de marzo de 2004 por el equipo del LINEAR, en el Lincoln Laboratory ETS, en Socorro (Nuevo México), Estados Unidos. Es el objeto celeste de grandes dimensiones que más se ha acercado a la Tierra. El 18 de marzo de 2004, a las 22h04m48s, se acercó a 0,0003282 unidades astronómicas, o lo que es igual a 49 112,98 km de distancia. Tiene un tamaño de 20 a 30 m y un periodo de revolución de 0,74 años (unos 270 días). Su órbita fue sensiblemente modificada por la atracción terrestre.","2004 FH es el nombre provisional de un asteroide descubierto el 16,34557 TUC de marzo de 2004 por el equipo del LINEAR, en el Lincoln Laboratory ETS, en socorro ( nuevo méxico), estados unidos.","2004 FH es el nombre provisional de un asteroide descubierto el 16,34557 TUC de marzo de 2004 por el equipo del LINEAR, en el Lincoln Laboratory ETS, en Socorro ( Nuevo México), Estados Unidos. Es el objeto celeste de grandes dimensiones que más se ha acercado a la Tierra.","2004 FH es el nombre provisional de un asteroide descubierto el 16,34557 TUC de marzo de 2004. Es el objeto celeste de grandes dimensiones que más se ha acercado a la Tierra. Tiene un tamaño de 20 a 30 m and un periodo de revolución de 0,74 a years (unos 270 días)","2004 Fh is the nombre provisional of un asteroide descubierto. 2004 FH is the most distant object that has ever been seen from the Earth, at a distance of 49 112,98 km from the planet's surface. It was discovered on March 18, 2004, by the team at the Lincoln laboratory in New Mexico.","{{short_abstract}}"
